,English_title_token,Telugu_title_token
755,"S,DEVANAGAR,","పాఠశాల,దేవనగర్,"
756,SHEPHERED,షెఫర్డ్
757,GOPI,గోపి
758,PDTR,పిడిటిఆర్
759,YMR,వై.ఎం.ఆర్.
760,GOTHAM,గోతం
761,GOTLAMITTA,గొట్లమిట్ల
762,SREENIVASULU,శ్రీనివాసులు
763,RAYALASEEMA,రాయలసీమ
764,GOURI,గౌరీ
765,SHANKAR,శంకర్
766,GOUTAM,గౌతమ్ఉన్నత
767,SAIKUTEER,సాయికుటీర్
768,GOUTHAM,గౌతం
769,MUDINEPALLI,ముదినేపల్లి
770,FOR,ఫోర్
771,DEAF,(చెవిటి)
772,SM,ఎస్.ఎం.
773,SAMALKOTA,సామర్లకోట
774,TADIKONDA,తాడికొండ
775,(TW),తునికి
776,RE.,ఉన్నత
777,CHILDREN,చైయిల్డ్రీన్
778,HOME,పాఠశాల
779,KADAPA,కడప
780,RAJAMPET,రాజాంపేట
781,P.S.P.,పి.
782,GUDEM,గూడెం
783,"(TW),YEDURUPADU,",పాఠశాల
784,(M),(ఎం.)
785,HULEBEEDU,హులెబీడు
786,ST,ఎస్.టి.
787,ASHRAM,ప్రాథమికోన్నత
788,GOVT.,ప్రభుత్వ
789,(T.,పాఠశాల
790,W),డబ్ల్యూ.)
791,SIVASANKAR,పాఠశాల
792,ASHARAM,ఆశారాం
793,CHERUVU,చెరువు
794,RATANA,రతనా
795,TW,టి.డబ్ల్యు.
796,MAHAANDI,మహాందీ
797,AHOBILAM,అహోభిలం
798,(U),(యు.)
799,PULLADIGUNTA,పుల్లడిగుంట
800,VADDESWARAM,వద్దేశ్వరం
801,KR,కె.ఆర్.
802,NADIGAMA,నడిగామ
803,MYLAVARAM,మైలవరం
804,JUNCTIO,జంక్షన్
805,CON,కాన్
806,10TH,10
807,BYPAS,"రోడ్,"
808,14WARD,14వార్డ్
809,BYPASS,బైపాస్
810,GOWTHAMI,గౌతమి
811,KOTHAVALASA,వలస
812,G.,జి.
813,DHARMATHALLAGUDEM,గూడెం
814,THUNIKICHERUVU,చెరువు
815,GRACE,గ్రేస్
816,SUBBARAJU,సుబ్బరాజు
817,GRAMA,గ్రామ
818,SEVA,సేవా
819,SAMITHI,సమితి
820,GREEN,గ్రీన్
821,LAND,ల్యాండ్
822,URDU,ఉర్దూ
823,ARABIC,అరాబిక్
824,YEMMIGANUR,ఎమ్మిగనూరు
825,GUDIVADA,గుడివాడ
826,GURU,గురు
827,CHINNAPURAM,చిన్నాపురం
828,GURUKUL,గురుకుల్
829,PRETHEM,ప్రీతమ్
830,GURUKULAM,గురుకులం
831,GVR,జివిఆర్
832,GVVKHS,జి.వి.వి.కె.హెచ్.ఎస్.
833,VEDURUNAGARAM,వెదురునగరం
834,H.M.M.,హెచ్.ఎమ్.
835,HAES,హెచ్.ఎ.ఇ.ఎస్.
836,KUCHINAPUDI,కూచినపూడి
837,HAPPY,హ్యాప్పీ
838,HAPS,హెచ్.ఎ.పి.ఎస్.
839,DAMMANNAVARIPALEM,దమ్మన్నవారిపాలెం
840,HARIKA,హారిక
841,HARITHA,హరిత
842,BK,బికె
843,TV,టివి
844,VEEDI,వీధి
845,HARWARD,హార్వార్డ్
846,RAJAGOPAL,రాజగోపాల్
847,HEERA,హీరా
848,HEMASRI,హేమశ్రీ
849,HERALDS,హెరాల్డ్స్
850,DURVESI,దుర్వేసి
851,SHCOOL,పాఠశాల
852,K.R.,కె.ఆర్.
853,ELE.,ఈ.ఎల్.ఈ.
854,Aid,ప్రాథమిక
855,GANDIGUNTA,గండిగుంట
856,PETA,పేట
857,"COMMITTE,","కమిట్,"
858,12TH,12వ
859,MOOLASAGARAM,మూలసాగరం
860,HIRA,హీరా
861,HIRD,హిర్డ్
862,JR,జె.ఆర్.
863,C.(H.,(ఉన్నత
864,S.),పాఠశాల)
865,HITAM,హితం
866,HOLY,హోలీ
867,ANGELS,ఏంజెల్స్
868,KOLLIPARA,కొల్లిపార
869,ROSARY,రోసరి
870,CROSS,క్రాస్
871,GHANPURAM,ఘణపురం
872,HOLYER,హోలీయర్
873,WS,డబ్ల్యుఎస్
874,PONNAPALLI,పొన్నపల్లి
875,HOPE,హోప్
876,HT,హెచ్.టి.
877,"CONVENT,GAJULAPALEM,","కాన్వెంట్,గాజులపాలెం,"
878,SAHIB,సాహిబ్
879,MAKAN,మకాన్
880,I.,ఐ.
881,GROW,గ్రో
882,ICM,ఐసిఎమ్
883,GANNAVARAM,గన్నవరం
884,ICMPS,ఐ.సి.ఎం.పి.ఎస్.
885,DANAGUDEM,దానగుడెం
886,ICON,ఐకాన్
887,LEARNING,లియర్నింగ్
888,IDEAL,ఆదర్శ
889,S.K.,ఎస్.కె.
890,IDS,ఐడిఎస్
891,IK,ఐకె
892,INDAIN,ఇండియన్
893,RTC,ఒ.పి.పి.ఆర్.టి.సి.
894,"COLONY,",కాలనీ
895,Indian,ఇండియన్
896,Digital,డిజిటల్
897,INDIAN,భారత
898,KOMERAPUDI,కోమెరపూడి
899,SPRINGS,స్ప్రింగ్స్
900,SYAMALANAGAR,శ్యామలనగర్
901,CRISTIAN,క్రిస్టియన్
902,NARASARAOPET,నరసరావుపేట
903,JEMS,జెమ్స్
904,CHAKRA,చక్ర
905,DIGITAL,డిజిటల్
906,AVANIGADDA,అవనిగడ్డ
907,INDIRA,ఇందిరా
908,PRIYADRASHINI,ప్రియదర్శిని
909,PRIYA,ప్రియా
910,DARSHINI,దర్శిని
911,INFANT,ఇన్ఫాంట్
912,JESUS,జీసస్
913,RJP,పురపాలక
914,INTEL,ఇంటల్
915,MERIT,మెరిట్
916,IOWA,ఐఓవా
917,17W,17డబ్ల్యు
918,IREAD,ఐరియడ్
919,J.F.D.,జె.ఎఫ్.డి.
920,NIDUMOLU,నిడుమోలు
921,JABBAR,జబ్బార్
922,JAGRUTHI,జాగృతి
923,JAHNAVI,జాహ్నవి
924,MUSTHABADA,ముస్తాబాద
925,JAIHIND,జైహింద్
926,PRIMAR,ప్రీమర్
927,JAMIA,జామియా
928,UMME,ఉమ్మే
929,AMAN,అమన్
930,UMALQURA,ఉమల్కుర
931,TAZKIYATUL,తజ్కీయతుల్
932,BANAATH,బన్నత్
933,JANAPATI,జనపతి
934,NIKETHN,ప్రాథమిక
935,JAWAHAR,జవహర్
936,UNDAVALLI,ఉండవల్లి
937,APET,ఎపెట్
938,NAVODAYA,నవోదయ
939,VIDYALAY,విద్యాలయ్
940,BANAVASI,బనవాసి
941,JAYA,జయ
942,MA,మా
943,SIVA,శివ
944,SIDDRTHA,సిద్దార్థ
945,JAYANTHI,జయంతి
946,JAYARAM,జయరాం
947,VIGNAN,విజ్ఞాన్
948,JAYARAMA,జయరామ
949,JAYASAI,జయసాయి
950,JAYASHANKAR,జయశంకర్
951,JAYASRI,జయశ్రీ
952,"SADAN,",సదన్
953,JEELANI,జిలాని
954,ANDAARABIC,అందారాబిక్
955,MADRASA,మద్రాస
956,jeevan,జీవన్
957,jyothy,జ్యోతి
958,up,ప్రాథమికోన్నత
959,school,పాఠశాల
960,JEEVAN,జీవన్
961,JHOTHI,జోతి
962,JYOTHI,జ్యోతి
963,PAGIDYALA,పాగిడ్యాల
964,E/T,ప్రాథమికోన్నత
965,VEERANKILOCK,వీరంకిలోక్
966,JGF,జె.జి.ఎఫ్.
967,JNV,జె.ఎన్.వి.
968,NARAMRAJU,నారంరాజు
969,JOHNS,జాన్స్
970,JUBILEE,జూబిలీ
971,O.,ప్రాథమికోన్నత
972,KONTHAMURU,కొంతమూరు
973,NADIKUDI,నడికూడి
974,"CONVENT,",కాన్వెంట్
975,PENAMALUR,పెనమలూరు
976,GUDUR,గూడూరు
977,JYOTHIRMAI,జ్యోతిర్మయి
978,K.G.B.V.,కె.జి.బి.వి.
979,(GIRLS),(బాలికల)
980,KONDURU,కొండూరు
981,K.E.M.,కె.ఇ.ఎం.
982,K.V.N.,కె.వి.ఎన్.
983,K.A.R.,కె.ఎ.ఆర్.ఎం.సి.
984,ANJANEYAVAGU,అంజనేయవాగు
985,K.B.,కె.బి.
986,TALENT,టాలెంట్
987,WYNCHIPET,వించిపేట
988,K.N.R.,కె.ఎన్.ఆర్.
989,K.S.R.,కె.ఎస్.ఆర్.
990,KAARTHIKEYA,కార్తికేయ
991,KAKATHIYA,కాకతీయ
992,V.R.,పాఠశాలసి.ఎల్.వి.ఆర్.
993,KAKATIYA,కాకతీయ
994,ITHAVARAM,అయితవరం
995,KALVA,కల్వా
996,BUGGA,బుగ్గ
997,KALACHAKRA,కాలచక్ర
998,THERESA,తెరేశ
999,NALLACHERUVU,నల్లచెరువు
1000,KALANJALI,కళాంజలి
1001,KAMALA,కమల
1002,A.S.,ఎ.ఎస్.
1003,KAMARAJ,కామరాజ్
1004,KANNA,కన్న
1005,GUNTURUVARI,గుంటూరువారి
1006,THOTA,తోట
1007,2.,2
1008,ARUNDAL,అరుండల్
1009,KANTHI,కాంతి
1010,KARUNAMAYA,కరుణామయ
1011,KARUNYA,కారుణ్య
1012,MUNAGAPADU,మునగపాడు
1013,KASTURI,కస్తూరి
1014,KAVYASREE,కావ్యశ్రీ
1015,KCP,కె.సి.పి.
1016,RESI.,రెసి
1017,KEERTHI,కీర్తి
1018,EDUCATIONAL,ఎడ్యుకేషనల్
1019,INSTITUTIONS,ఇన్స్టిట్యూషన్స్
1020,TELUGU,తెలుగు
1021,KENDRIYA,కేంద్రీయ
1022,O.N.G.,ఓ.ఎన్.జి.
1023,GPL,జి.పి.ఎల్.
1024,NO,డి.ఎన్.ఓ.
1025,"1,","01,"
1026,SATYANARAYANA,సత్యనారాయణ
1027,"PURAM,",పురం
1028,VIJAYAWADA-,విజయవాడ-
1029,11,11
1030,KENNEDY,కెన్నడీ
1031,SBODAPADU,స్బోదపాడు
1032,KERALA,కేరళ
1033,DHARANIKOTA,ధరణికోట
1034,(NR,ఎం.జి.ఎల్.(ఎన్.ఆర్.బి.ఎస్.ఎన్.
1035,BSNK),కె.)
1036,VIDAY,విద్యా
1037,BHIMAVARAM,భీమవరం
1038,VUTUKURU,ఉటుకూరు
1039,KESAV,కేశవ్
1040,KESHAVA,కేశవ
1041,TENDER,టెండర్
1042,"SMILES,",స్మైల్స్
1043,MEDAM,మేడం
1044,TOWN,టౌన్
1045,KGBV,కస్తూర్బా గాంధీ బాలికా విద్యాలయ (KGBV)
1046,KROSURU,క్రోసూరు
1047,NADENDLA,నాదెండ్ల
1048,VELDURTHY,వెల్దుర్తి
1049,TUGGALI,తుగ్గలి
1050,KGBVHS,కె.జి.బి.వి.హెచ్.ఎస్.
1051,ATLUR,అట్లూరు
1052,KGBVS,కె.జి.బి.వి.ఎస్.
1053,VEMULA,వేముల
1054,KHALEEL,ఖలీల్
1055,SIDDIQUE,సిద్ధిఖీ
1056,NGOS,పాఠశాలఎన్జీవోస్
1057,KHATHIJATUL,ఖాతిజాతుల్
1058,KUBRA,కుబ్రా
1059,TOOFAN,తూఫాన్
1060,KHUTHUZATUL,ఖుతుజాతుల్
1061,(R,(ఆర్.
1062,"A),",ఎ.)
1063,KINNERA,కిన్నరా
1064,GNP,జి.ఎన్.పి.
1065,GOW,జి.ఓ.డబ్ల్యూ.
1066,KOLLAIAH,కొల్లయ్య
1067,MEMORIALEM,మెమోరియాలెం
1068,KONASEEMA,కోనసీమ
1069,VIDYASHRAM,విద్యాశ్రమ్
1070,TOTHARAMUDI,తోటరాముడి
1071,KORRAPADU,కొర్రపాడు
1072,KRANTHI,క్రాంతి
1073,VENI,వేణి
1074,V.T.,వి.టి.
1075,KUMMARIPALEM,కుమ్మరిపాలెం
1076,VEMURU,వేమూరు
1077,KRISHNANAGAR,కృష్ణానగర్
1078,KRISHNAVENI,కృష్ణవేణి
1079,KRR,కె.ఆర్.ఆర్.
1080,AR,ఎ.ఆర్.
1081,KRUSHI,కృషి
1082,KANKIPADU,(ఉన్నత
1083,KSRMZPHS,కె.ఎస్.ఆర్.ఎం.జెడ్.పి.హెచ్.ఎస్.
1084,KAVALAKUNTLA,కావలకుంట్ల
1085,KSRPHS,కె.ఎస్.ఆర్.పి.హెచ్.ఎస్.ఆర్.
1086,KUMAR,కుమార్
1087,NUZVID,నూజివీడు
1088,KV,కె.వి.
1089,KVR,కె.వి.అర్.
1090,L.,ఎల్.
1091,FLOWER,ఫ్లవర్
1092,LAKHSMI,లక్ష్మీ
1093,GANAPATHI,గణపతి
1094,LAVANYA,లావణ్య
1095,ACHAVARAM,అచవరం
1096,LINGALA,లింగాల
1097,PubS,పబ్స్
1098,LITTILE,లిట్టిల్
1099,LITTLE,చిన్న
1100,RPALLA,పల్ల
1101,CHANDRAS,చంద్రాస్
1102,ANJANEYAPETA,అంజనేయపేట
1103,CITIZENS,సిటిజన్స్
1104,MS,ఎం.ఎస్.
1105,MUTLURU,ముట్లూరు
1106,GAMPALAGUDEM,గంపలగూడెం
1107,STAR,స్టార్
1108,FLOWERS,ఫ్లవర్స్
1109,LIVING,లైవింగ్
1110,KOTAPPAKONDA,కోటప్పకొండ
1111,LMCAES,ల్మ్కేస్
1112,THIPPALUR,తిప్పలూర్
1113,LMHS,ఎల్.ఎం.హెచ్.ఎస్.
1114,PEDANANDIPADU,పెదనందిపాడు
1115,LOYOLA,లొయోల
1116,KOLLUR,కొల్లూర్
1117,VNK,వి.ఎన్.కె.
1118,LPCT,ఎల్.పి.సి.టి.
1119,GUJARATI,గుజరాతీ
1120,ONE,వన్
1121,LUTHERN,లూథరన్
1122,DOWLAISWARAM,ధవళేశ్వరం
1123,M.E.K.,ఎం.ఇ.కె.
1124,BALABHANU,బాలభాను
1125,M.A.,ఎం.ఎ.ఎం.సి.
1126,BR.,బి.ఆర్.
1127,M.H.,ఎం.హెచ్.
1128,APPA,అప్ప
1129,SREERAM,శ్రీరాం
1130,M.V.R.S.,ఎం.వి.ఆర్.ఎస్.
1131,VIVEKA,వివేకాాాాాాా
1132,SURYALANKA,సూర్యాలంక
1133,MADARAPU,మాదారపు
1134,HUSSAINAPPA,హుస్సైనప్ప
1135,SREE,శ్రీ
1136,RAM,RAM
1137,DARUL,దరూల్
1138,RASHIDIYA,రసిదియా
1139,IRUKUPALEM,ఇరుకుపాలెం
1140,-E-,ఎ.
1141,"NOORANI,",నూరని
1142,BANDIMETTA,బండిమెట్ట
1143,MOHAMMADIA,మహమ్మదియా
1144,JAMMI,చెట్టు
1145,"CHETTU,",గడ్డ
1146,GADDA,గడ్డ
1147,-.,పాఠశాల
1148,RAHEMAUL,ఉలూమ్
1149,KHALLA,వీధి
1150,"MASOOMIA,",మసోమియా
1151,WEAKER,సెక్షన్
1152,SECTION,"కాలని,"
1153,-.E.-.,ఎ.
1154,ALBANATUS,అల్బనేట్
1155,SALEHA,సలేహా
1156,"NISWAN,",నిస్వాన్
1157,ANTIKOTA,అంతికోట
1158,"MADARASA,",మదరసా
1159,MADARSA,మదర్శ
1160,ARSHIYA,అర్షియా
1161,MADDI,సుబ్బరావు
1162,SUBBARAO,సుబ్బరావు
1163,MADRAS,మద్రాస్
1164,MIFTAHUL,మిఫ్టాహుల్
1165,"ULOOM,",ఉలూమ్
1166,"TOWN,",టౌన్
1167,MAHABOOB,మహబాబూబ్
1168,SOCIETY,సోసిటీ
1169,JMD,జె.ఎం.డి.
1170,MAHABOOBIA,మహబూబియా
1171,U.,యు.
1172,MAHARSHI,మహర్షి
1173,GOVARDHANAGIRI,గోవర్ధనగిరి
1174,MAHAVEER,మహావీర్
1175,CS,సి.ఎస్.
1176,KESANUPALLI,కేశనుపల్లి
1177,MAHITA,మహిత
1178,PAYAKAPURAM,పాయకపురం
1179,MANTRALAYA,మంత్రాలయ
1180,NAGALADINNE,నాగాలదిన్నె
1181,MARGADARSHI,మార్గదర్శి
1182,V.N.,వి.ఎన్.
1183,SISU,శిశు
1184,TEKKE,టెక్కీ
1185,MARGADARSI,మార్గదర్శి
1186,THULLUR,తుల్లూర్
1187,"NIKETHAN,",శాంతి
1188,SHANTHI,శాంతి
1189,COL,సిఓఎల్
1190,MARIA,మరియ
1191,MARIYANILAYAM,మరియనిలయం
1192,GARGEYAPURAM,గర్గేయపురం
1193,MARUTHI,మారుతి
1194,MASTER,మాస్టర్
1195,MIND,మైండ్
1196,CHILAKALURIPET,చిలకలూరిపేట
1197,MCHB,ఎం.సి.హెచ్.బి.ఈ.ఎస్.హెచ్.బి.
1198,HB,హెచ్.బి.
1199,28-,వార్డ్.కె.పి.
1200,27-W,గుంటూర్
1201,K.P.,కె.పి.
1202,MCPS,ఎం.సి. ప్రాథమిక పాఠశాల
1203,KOTHAPETA,కోతపేట
1204,MCUPS,ఎం.సి. ప్రాథమికోన్నత పాఠశాల
1205,MES,ఎం.ఇ.ఎస్.
1206,BALIJIRAO,బాలాజీరావు
1207,PET/N,పేట
1208,COLLEGE,కాలేజ్
1209,ATREYAPURAM,ఆత్రేయపురం
1210,MILTON,మిల్టన్
1211,GRAMMAR,గ్రామర్
1212,MITLON,మిల్టన్
1213,ANANDAPET,అనందపేట
1214,MJPAPBCWR,ఎమ్.జె.పి.పి.బి.సి.డబ్ల్యు.ఆర్.
1215,NANDALUR,నందలూరు
1216,MMCS,ఎం.ఎం.సి.ఎస్.
1217,NARAYANA,నారాయణ
1218,BETHAMCHERLA,బేతంచర్ల
1219,MMES,ఎం.ఎం.ఇ.ఎస్.
1220,PINAPADU,పినపాడు
1221,MMMTUES,మంచ్యూస్
1222,SALIPET,సలిపేట
1223,VARI,పిల్లవారి
1224,MADDINAGAR,మద్దినగర్
1225,STELLAR,స్టెలర్
1226,MOHAN,మోహన్
1227,GUDEKAL,గుడెకల్
1228,EMHS,EM ఉన్నత పాఠశాల
1229,DUGGIRALA,దుగ్గిరాల
1230,™.P.,పాఠశాల
1231,MONTHS,మంత్స్
1232,PETURU,పేటూర్
1233,MOSOODIA,మోసోడియా
1234,MOT,మోట్
1235,TERE,తెరె
1236,THOTLA,తొట్ల
1237,VALLURU,వల్లూరు
1238,MOTHER,మదర్
1239,TERESA,తెరిసా
1240,RAGHUDEVAPURAM,రఘుదేవపురం
1241,THERRISA,ప్రాథమికోన్నత
1242,TUMMALAPALEM,తుమ్మలపాలెం
1243,CHALAMALAVARI,చలమాలవారి
1244,KASTURIBAIP,విజయవాడ
1245,MPAPS,ఎం.పి.ఎ.పి.ఎస్.
1246,CHINNAMPETA,చిన్నంపేట
1247,MAIN,మెయిన్
1248,MPCPS,ఎం.పి.సి.పి.ఎస్.
1249,BIRLA,బీర్ల
1250,"GADDA,","గడ్డ,"
1251,KOTLA,స్టేషన్
1252,"STATION,",దగ్గర
1253,KNL,కె.ఎన్.ఎల్.
1254,MPES,ఎంపి
1255,RL,పాఠశాలఆర్.ఎల్.
1256,RAMPURAM,రాంపురం
1257,JALIMANCHI,జలిమంచి
1258,PD.,పి.డి.
1259,GOSPADU,గోస్పడు
1260,TUNI,తుని
1261,SEETARAMPURAM,సీతారాంపురం
1262,(SANKARAYYA,పాఠశాల
1263,PETA),పేట)
1264,NO-,నెం-
1265,23,23
1266,KOTHA,కొత్త
1267,"BANKPETA,",పాఠశాల
1268,RAMANAYYAPETA,రమణయ్యపేట
1269,KKD,కాకినాడ
1270,MERAKA,మెరక
1271,DANAVAIPETA,దానవైపేట
1272,MUSLIM,ముస్లిం
1273,SRAMIKA,పాఠశాల
1274,NGR,ఎన్.జి.ఆర్.
1275,POWEAR,పోవర్
1276,ERUKALAVADA,ఎరుకలవాడ
1277,N.T.,ఎన్.టి.
1278,PARK,పొన్నూరు
1279,RAMESWARAM,రామేశ్వరం
1280,MODAMPALLI,మొదంపల్లి
1281,POLICE,పోలీస్
